,TOI Number,TIC_Rstar,TIC_Mstar,Rplanet_old,Rplanet_old_e,Mplanet_old,semi_amp_old,ARIADNE_Rstar,ARIADNE_Mstar,ARIADNE_lum,Rplanet_new,Rplanet_new_e,Mplanet_new,semi_amp_new,teff_e_old,teff_e_new,rstar_e_old,rstar_e_new
106,2196.01,1.03,1.02,3.503,4.726927,12.098,7.19,1.003292818985569,1.0331349842799353,0.9952839385641044,3.412169655248979,0.0024564787300763798,11.535101493503804,6.800822923831187,129.2,37.995,0.05,0.023
107,561.03,0.84,0.95,2.729,0.743704,7.914,2.06,0.8519913049176016,0.9044528869988346,0.5693295981497364,2.7679574656192085,0.0015412509402597382,8.086134064307684,2.1773933965056225,123.5,31.75,0.045,0.014
108,561.01,0.84,0.95,2.732,0.192305,7.926,2.37,0.8519913049176016,0.9044528869988346,0.5693295981497364,2.7710002917081997,0.00044777012208508825,8.101231732693318,2.507573388446966,123.5,31.75,0.045,0.014
109,561.02,0.84,0.95,1.472,0.11001,2.772,2.4,0.8519913049176016,0.9044528869988346,0.5693295981497364,1.493013334331797,0.0002430674130531904,2.8351100802963094,2.536124742861526,123.5,31.75,0.045,0.014
110,924.01,0.99,1.01,18.668,1.8378054,317.0,87.57,1.03327435291569,0.9163658888102886,0.9153646540381659,19.484005677000102,0.0024440744261649285,49985.06203772332,13328.180899306071,128.9,44.655,0.048,0.017
111,283.01,0.81,0.9,2.341,0.215721,6.098,1.61,0.8063378082050427,0.8715830311531749,0.4470139575197551,2.33041581359013,0.00041033218533017044,6.037702063306689,1.6261854016307467,127.1,31.41,0.048,0.010499999999999999
112,3353.02,1.02,1.0,2.823,0.39053297,8.385,2.59,1.0239424856856547,1.066945903187762,0.9584385974207241,2.833911408912356,0.0006642812409737592,8.415966984956714,2.4948438193230382,125.639,44.715,0.0516508,0.014499999999999999
113,3353.01,1.02,1.0,2.636,0.32093504,7.461,2.85,1.0239424856856547,1.066945903187762,0.9584385974207241,2.646188619869986,0.0005446662780725263,7.491493665325494,2.7456889319221385,125.639,44.715,0.0516508,0.014499999999999999
114,2227.01,1.21,1.03,3.009,4.098167,9.341,3.62,1.0925161291717869,1.1517064447583576,1.3990472136821925,2.7168438286594268,0.0019130146371140314,7.83425583954509,2.8211416001825023,121.1,32.545,0.059,0.0125
115,1063.01,0.79,0.9,2.242,1.50487,5.666,1.8,0.7896435722284197,0.855673077975163,0.4291080790461108,2.240988467007743,0.0010185991729793943,5.649626416408128,1.8564863622308372,122.7,33.225,0.045,0.01
116,562.01,0.36,0.35,1.298,0.05855,2.237,1.84,0.38484442940880126,0.3601505292604972,0.016378091807324153,1.3875779704795113,0.00023437461144835807,2.5036258867517835,2.0040693123948654,157.0,26.134999999999998,0.011,0.006999999999999999
117,2429.01,0.84,0.97,2.566,0.223368,7.128,2.42,0.9140843260786577,0.9678800264270555,0.6132849994176208,2.7923099770450426,0.0009250248653172914,8.207288655757734,2.792742684234153,142.9,39.175,0.052,0.018500000000000003
